"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"43","12/08/2006",9225,"West Coast","North Melbourne",2006,"19","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1439","12/08/2006",86038,"Richmond","Brisbane Lions",2006,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"353","12/08/2006",14015,"Western Bulldogs","Port Adelaide",2006,"19","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"413","13/08/2006",23034,"Adelaide","Fremantle",2006,"19","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1494","13/08/2006",86038,"Hawthorn","Carlton",2006,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1493","13/08/2006",86038,"Geelong","St Kilda",2006,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"456","18/08/2006",23034,"Port Adelaide","Collingwood",2006,"20","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1761","19/08/2006",86038,"Western Bulldogs","Adelaide",2006,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2777","19/08/2006",87184,"Geelong","Sydney",2006,"20","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"1760","19/08/2006",86038,"Essendon","Hawthorn",2006,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"120","19/08/2006",9225,"Fremantle","St Kilda",2006,"20","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"888","20/08/2006",40913,"Brisbane Lions","West Coast",2006,"20","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1849","20/08/2006",86038,"Carlton","Richmond",2006,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1850","20/08/2006",86038,"North Melbourne","Melbourne",2006,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2092","25/08/2006",86038,"Western Bulldogs","St Kilda",2006,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2799","26/08/2006",87184,"Geelong","Melbourne",2006,"21","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2886","26/08/2006",91237,"Hawthorn","North Melbourne",2006,"21","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"2140","26/08/2006",86038,"Richmond","Essendon",2006,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1187","26/08/2006",66212,"Sydney","Brisbane Lions",2006,"21","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"535","27/08/2006",23034,"Port Adelaide","Adelaide",2006,"21","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2189","27/08/2006",86038,"Collingwood","Carlton",2006,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"231","27/08/2006",9225,"West Coast","Fremantle",2006,"21","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1310","1/09/2006",86038,"Western Bulldogs","Essendon",2006,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1810","2/09/2006",86038,"Richmond","West Coast",2006,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"474","2/09/2006",23034,"Adelaide","Melbourne",2006,"22","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"883","2/09/2006",40913,"Brisbane Lions","St Kilda",2006,"22","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"139","2/09/2006",9225,"Fremantle","Port Adelaide",2006,"22","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1089","3/09/2006",66062,"Sydney","Carlton",2006,"22","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2350","3/09/2006",86038,"Collingwood","North Melbourne",2006,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2349","3/09/2006",86038,"Hawthorn","Geelong",2006,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2676","8/09/2006",86038,"Melbourne","St Kilda",2006,"EF","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"629","9/09/2006",23034,"Adelaide","Fremantle",2006,"QF","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"350","9/09/2006",9225,"Sydney","West Coast",2006,"QF","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1357","10/09/2006",86038,"Western Bulldogs","Collingwood",2006,"EF","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"85","15/09/2006",9225,"Fremantle","Melbourne",2006,"SF","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"93","16/09/2006",9225,"West Coast","Western Bulldogs",2006,"SF","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1169","22/09/2006",66212,"Sydney","Fremantle",2006,"PF","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"506","23/09/2006",23034,"West Coast","Adelaide",2006,"PF","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2410","30/09/2006",86038,"West Coast","Sydney",2006,"GF","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2357","30/03/2007",86038,"Melbourne","St Kilda",2007,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2413","31/03/2007",86038,"North Melbourne","Collingwood",2007,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"281","31/03/2007",9225,"Fremantle","Port Adelaide",2007,"1","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"953","31/03/2007",40913,"Brisbane Lions","Hawthorn",2007,"1","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1203","31/03/2007",66212,"Sydney","West Coast",2007,"1","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"375","1/04/2007",23034,"Adelaide","Essendon",2007,"1","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1265","1/04/2007",86038,"Western Bulldogs","Geelong",2007,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1266","1/04/2007",86038,"Carlton","Richmond",2007,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"964","5/04/2007",40913,"Brisbane Lions","St Kilda",2007,"2","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2592","7/04/2007",86038,"Richmond","Sydney",2007,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2591","7/04/2007",86038,"Geelong","Carlton",2007,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"319","7/04/2007",9225,"West Coast","Collingwood",2007,"2","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"613","8/04/2007",23034,"Port Adelaide","North Melbourne",2007,"2","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2636","8/04/2007",86038,"Essendon","Fremantle",2007,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2637","8/04/2007",86038,"Western Bulldogs","Adelaide",2007,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2685","9/04/2007",86038,"Hawthorn","Melbourne",2007,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1454","13/04/2007",86038,"Collingwood","Richmond",2007,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1506","14/04/2007",86038,"Carlton","Essendon",2007,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"415","14/04/2007",23034,"Port Adelaide","Adelaide",2007,"3","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1505","14/04/2007",86038,"St Kilda","Western Bulldogs",2007,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"59","14/04/2007",9225,"Fremantle","West Coast",2007,"3","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1020","15/04/2007",66062,"Sydney","Brisbane Lions",2007,"3","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1551","15/04/2007",86038,"Melbourne","Geelong",2007,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1550","15/04/2007",86038,"North Melbourne","Hawthorn",2007,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1818","20/04/2007",86038,"Richmond","Western Bulldogs",2007,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1866","21/04/2007",86038,"Collingwood","Port Adelaide",2007,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1865","21/04/2007",86038,"St Kilda","Essendon",2007,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"762","21/04/2007",40764,"North Melbourne","Brisbane Lions",2007,"4","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"480","21/04/2007",23034,"Adelaide","Sydney",2007,"4","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2879","22/04/2007",91237,"Hawthorn","Geelong",2007,"4","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"1910","22/04/2007",86038,"Melbourne","Fremantle",2007,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"162","22/04/2007",9225,"West Coast","Carlton",2007,"4","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2059","25/04/2007",86038,"Essendon","Collingwood",2007,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"526","27/04/2007",23034,"Port Adelaide","St Kilda",2007,"5","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2211","28/04/2007",86038,"Richmond","West Coast",2007,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2210","28/04/2007",86038,"Carlton","Brisbane Lions",2007,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1077","28/04/2007",66062,"Sydney","Melbourne",2007,"5","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2259","29/04/2007",86038,"Hawthorn","Western Bulldogs",2007,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2812","29/04/2007",87184,"Geelong","North Melbourne",2007,"5","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"249","29/04/2007",9225,"Fremantle","Adelaide",2007,"5","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2458","4/05/2007",86038,"St Kilda","Carlton",2007,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2508","5/05/2007",86038,"Essendon","Hawthorn",2007,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"302","5/05/2007",9225,"West Coast","Western Bulldogs",2007,"6","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2507","5/05/2007",86038,"North Melbourne","Sydney",2007,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"589","5/05/2007",23034,"Adelaide","Collingwood",2007,"6","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"972","6/05/2007",40913,"Brisbane Lions","Fremantle",2007,"6","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2554","6/05/2007",86038,"Melbourne","Port Adelaide",2007,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2553","6/05/2007",86038,"Richmond","Geelong",2007,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1373","11/05/2007",86038,"North Melbourne","Essendon",2007,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
