,Playing.for,First.name,Surname,ID,Name
1,Carlton,Bill,Ahern,4415,Bill Ahern
2,Carlton,Jimmy,Aitken,4416,Jimmy Aitken
3,Carlton,Bob,Armstrong,4417,Bob Armstrong
4,Carlton,Tom,Blake,4419,Tom Blake
5,Carlton,Otto,Buck,4421,Otto Buck
737,Adelaide,Charlie,Cameron,12277,Charlie Cameron
7,Carlton,Bill,Casey,4424,Bill Casey
8,Carlton,Arthur,Cummins,4427,Arthur Cummins
9,Carlton,Henry,Dunne,4428,Henry Dunne
10,Carlton,Brook,Hannah,4432,Brook Hannah
11,Carlton,Ted,Heffernan,4433,Ted Heffernan
12,Carlton,George,Johnston,4435,George Johnston
13,Carlton,Henry,McPetrie,4439,Henry McPetrie
14,Carlton,Wally,OCock,4441,Wally OCock
15,Carlton,Joe,Paton,4442,Joe Paton
16,Carlton,Jack,Reekie,4445,Jack Reekie
17,Carlton,Tom,Sweetman,4448,Tom Sweetman
18,Carlton,Ernie,Walton,4450,Ernie Walton
19,Carlton,Bill,Weir,4451,Bill Weir
20,Carlton,Bill,Woodhouse,4453,Bill Woodhouse
21,Carlton,Sam,Chapman,4425,Sam Chapman
22,Carlton,Harry,Gyles,4431,Harry Gyles
23,Carlton,Harry,Howard,4434,Harry Howard
24,Carlton,Alby,Patterson,4443,Alby Patterson
25,Carlton,Peter,Williams,4452,Peter Williams
26,Carlton,Chic,Breese,4420,Chic Breese
27,Carlton,Jim,Caffery,4422,Jim Caffery
28,Carlton,Jim,Lyons,4437,Jim Lyons
29,Carlton,Harry,Morgan,4440,Harry Morgan
30,Carlton,Bobby,Walsh,4449,Bobby Walsh
31,Carlton,Henry,Crane,4426,Henry Crane
32,Carlton,Jack,Frost,4429,Jack Frost
33,Carlton,Jack,Roberts,4447,Jack Roberts
34,Carlton,Oscar,Manchester,4438,Oscar Manchester
35,Carlton,Bill,Patterson,4444,Bill Patterson
36,Carlton,Sam,Reid,4446,Sam Reid
37,Carlton,Herbie,Lowenthal,4436,Herbie Lowenthal
38,Carlton,Jim,Goonan,4430,Jim Goonan
39,Carlton,Billy,Arnott,4418,Billy Arnott
40,Carlton,Fred,Barlow,4595,Fred Barlow
41,Carlton,Charlie,Brown,4596,Charlie Brown
42,Carlton,Len,Morrison,4607,Len Morrison
43,Carlton,Tommy,ODay,4608,Tommy ODay
44,Carlton,Jim,Pender,4610,Jim Pender
45,Carlton,Bill,Sharkey,4612,Bill Sharkey
46,Carlton,George,Warde,4615,George Warde
47,Carlton,Charlie,Curtis,4600,Charlie Curtis
48,Carlton,Mick,Pender,4611,Mick Pender
49,Carlton,Des,Meadowcroft,4605,Des Meadowcroft
50,Carlton,Dan,Pender,4609,Dan Pender
51,Carlton,Tommy,Kinman,4604,Tommy Kinman
52,Carlton,Jim,Coucher,4599,Jim Coucher
53,Carlton,Alf,Moore,4606,Alf Moore
54,Carlton,Herman,Dohrmann,4601,Herman Dohrmann
55,Carlton,Mick,Donaghy,4602,Mick Donaghy
56,Carlton,Bill,Churchyard,4597,Bill Churchyard
57,Carlton,George,Young,4616,George Young
58,Carlton,Dick,Stewart,4613,Dick Stewart
59,Carlton,Les,Vernon,4614,Les Vernon
60,Carlton,Jim,Balharry,4594,Jim Balharry
61,Carlton,Pat,Considine,4598,Pat Considine
62,Carlton,Jack,Douglas,4603,Jack Douglas
63,Carlton,Henry,Allender,4688,Henry Allender
64,Carlton,Joe,Archer,4689,Joe Archer
65,Carlton,George,Cowell,4618,George Cowell
66,Carlton,Alf,Hearnden,4694,Alf Hearnden
67,Carlton,Bob,Hooper,4695,Bob Hooper
68,Carlton,Bill,McNamara,4697,Bill McNamara
69,Carlton,Henry,McShane,4397,Henry McShane
70,Carlton,Billy,Monagle,4699,Billy Monagle
71,Carlton,Bill,Stuckey,4701,Bill Stuckey
72,Carlton,Bob,Bird,4617,Bob Bird
73,Carlton,Denis,Lanigan,4468,Denis Lanigan
74,Carlton,Arthur,Thompson,4702,Arthur Thompson
75,Carlton,Dick,Walker,4593,Dick Walker
76,Carlton,Artie,McSpeerin,4698,Artie McSpeerin
77,Carlton,Harry,Lewis,4696,Harry Lewis
78,Carlton,Dick,Gorsuch,4693,Dick Gorsuch
79,Carlton,Bill,Collins,4690,Bill Collins
80,Carlton,Harry,Thompson,4534,Harry Thompson
81,Carlton,Harry,Evans,4691,Harry Evans
82,Carlton,Jack,Gilbert,4692,Jack Gilbert
83,Carlton,Victor,Rapp,4700,Victor Rapp
84,Collingwood,George,Calleson,4454,George Calleson
85,Collingwood,Dick,Condon,4455,Dick Condon
86,Collingwood,Charlie,Dow,4456,Charlie Dow
87,Collingwood,Harry,Dowdall,4457,Harry Dowdall
88,Collingwood,Arthur,Gibbs,4460,Arthur Gibbs
89,Collingwood,Wal,Gillard,4461,Wal Gillard
90,Collingwood,Jim,Gregory,4462,Jim Gregory
91,Collingwood,Frank,Hailwood,4463,Frank Hailwood
92,Collingwood,Rhoda,McDonald,4471,Rhoda McDonald
93,Collingwood,Jack,Monohan,4472,Jack Monohan
94,Collingwood,Bill,OBrien,4473,Bill OBrien
95,Collingwood,Charlie,Pannam,4474,Charlie Pannam
96,Collingwood,Tom,Paterson,4475,Tom Paterson
97,Collingwood,Dick,Poole,4476,Dick Poole
98,Collingwood,Bill,Proudfoot,4477,Bill Proudfoot
99,Collingwood,Charlie,Sime,4478,Charlie Sime
100,Collingwood,Archie,Smith,4479,Archie Smith
101,Collingwood,Billy,Strickland,4481,Billy Strickland
102,Collingwood,Lardie,Tulloch,4483,Lardie Tulloch
103,Collingwood,George,Williams,4484,George Williams
104,Collingwood,Alby,Tame,4482,Alby Tame
105,Collingwood,Jim,Dowdall,4458,Jim Dowdall
106,Collingwood,Dick,Hall,4464,Dick Hall
107,Collingwood,Fred,Kay,4467,Fred Kay
108,Collingwood,Danny,Flaherty,4459,Danny Flaherty
109,Collingwood,Denis,Lanigan,4468,Denis Lanigan
110,Collingwood,Fred,Leach,4469,Fred Leach
111,Collingwood,Herman,Hellwig,4465,Herman Hellwig
112,Collingwood,Tom,Lee,4470,Tom Lee
113,Collingwood,Herb,Johnson,4466,Herb Johnson
114,Collingwood,Bill,Stranger,4480,Bill Stranger
115,Collingwood,George,Cowell,4618,George Cowell
116,Collingwood,Matthew,Fell,4619,Matthew Fell
117,Collingwood,Bill,Kennedy,4620,Bill Kennedy
118,Collingwood,Mick,Lynch,4621,Mick Lynch
119,Collingwood,Bobby,McCubbin,4622,Bobby McCubbin
120,Collingwood,Arthur,Leach,4327,Arthur Leach
121,Collingwood,Bob,Bird,4617,Bob Bird
122,Collingwood,Tom,Carmody,4703,Tom Carmody
123,Collingwood,Pat,Fitzgerald,4707,Pat Fitzgerald
124,Collingwood,Jack,Geddes,4708,Jack Geddes
125,Collingwood,Alf,Catlin,4704,Alf Catlin
126,Collingwood,Bob,Rush,4710,Bob Rush
127,Collingwood,Jimmy,Ryan,4711,Jimmy Ryan
128,Collingwood,Albert,Walsh,4712,Albert Walsh
129,Collingwood,Wilfred,Fell,4706,Wilfred Fell
130,Collingwood,Johnny,Lyons,4709,Johnny Lyons
131,Collingwood,Jack,Denning,4705,Jack Denning
132,Collingwood,Doug,Watsford,4713,Doug Watsford
133,Essendon,Jim,Anderson,4308,Jim Anderson
134,Essendon,Son,Barry,4310,Son Barry
135,Essendon,Arthur,Cleghorn,4313,Arthur Cleghorn
136,Essendon,Maurie,Collins,4315,Maurie Collins
137,Essendon,Tod,Collins,4316,Tod Collins
138,Essendon,Jim,Darcy,4318,Jim Darcy
139,Essendon,Charlie,Forbes,4320,Charlie Forbes
140,Essendon,Johnny,Graham,4322,Johnny Graham
141,Essendon,Joe,Groves,4323,Joe Groves
142,Essendon,George,Hastings,4324,George Hastings
143,Essendon,Ted,Kinnear,4326,Ted Kinnear
144,Essendon,George,Martin,4328,George Martin
145,Essendon,Bob,McCormick,4329,Bob McCormick
146,Essendon,Gus,Officer,4332,Gus Officer
147,Essendon,Ned,Officer,4333,Ned Officer
148,Essendon,Pat,OLoughlin,4331,Pat OLoughlin
149,Essendon,Bert,Salkeld,4335,Bert Salkeld
150,Essendon,George,Stuckey,4337,George Stuckey
151,Essendon,Norm,Waugh,4341,Norm Waugh
152,Essendon,Harry,Wright,4343,Harry Wright
153,Essendon,Edgar,Croft,4317,Edgar Croft
154,Essendon,Hugh,Gavin,4321,Hugh Gavin
155,Essendon,George,Vautin,4340,George Vautin
156,Essendon,Fred,Ball,4309,Fred Ball
157,Essendon,Harold,Brown,4311,Harold Brown
158,Essendon,Archie,Sykes,4338,Archie Sykes
159,Essendon,Gus,Kearney,4325,Gus Kearney
160,Essendon,Jim,Park,4334,Jim Park
161,Essendon,Jimmy,Thurgood,4339,Jimmy Thurgood
162,Essendon,Jim,White,4342,Jim White
163,Essendon,Arthur,Leach,4327,Arthur Leach
164,Essendon,Charlie,Moore,4330,Charlie Moore
165,Essendon,Alby,Stamp,4336,Alby Stamp
166,Essendon,Colin,Campbell,4312,Colin Campbell
167,Essendon,George,Cochrane,4314,George Cochrane
168,Essendon,Dave,Ferguson,4319,Dave Ferguson
169,Essendon,Pat,Barr,4561,Pat Barr
170,Essendon,Corrie,Gardner,4563,Corrie Gardner
171,Essendon,Alec,Hall,4565,Alec Hall
172,Essendon,Jimmy,Larkin,4567,Jimmy Larkin
173,Essendon,Conrad,Tenbrink,4569,Conrad Tenbrink
174,Essendon,Pos,Watson,4570,Pos Watson
175,Essendon,Dave,Currie,4562,Dave Currie
176,Essendon,Horrie,Stewart,4568,Horrie Stewart
177,Essendon,Bill,Jackson,4566,Bill Jackson
178,Essendon,Alf,Gray,4564,Alf Gray
179,Essendon,Jim,Cullen,4658,Jim Cullen
180,Essendon,Billy,Griffith,4671,Billy Griffith
181,Essendon,Mick,OLoughlin,4672,Mick OLoughlin
182,Essendon,Fred,Scott,4674,Fred Scott
183,Essendon,Charlie,McCartney,4293,Charlie McCartney
184,Essendon,Hugh,Fitzpatrick,4670,Hugh Fitzpatrick
185,Essendon,Albert,Thurgood,4675,Albert Thurgood
186,Essendon,Les,Rainey,4673,Les Rainey
187,Fitzroy,Ivan,Astruc,4344,Ivan Astruc
188,Fitzroy,Tom,Banks,4345,Tom Banks
189,Fitzroy,Jack,Dalton,4349,Jack Dalton
190,Fitzroy,Pat,Descrimes,4351,Pat Descrimes
191,Fitzroy,Jim,Grace,4352,Jim Grace
192,Fitzroy,Mick,Grace,4353,Mick Grace
193,Fitzroy,Pat,Hickey,4354,Pat Hickey
194,Fitzroy,Ern,Jenkins,4356,Ern Jenkins
195,Fitzroy,Chris,Kiernan,4358,Chris Kiernan
196,Fitzroy,Percy,Kimberley,4359,Percy Kimberley
197,Fitzroy,Roger,Lamley,4360,Roger Lamley
198,Fitzroy,Dick,McCabe,4361,Dick McCabe
199,Fitzroy,Sam,McMichael,4363,Sam McMichael
200,Fitzroy,Bill,McSpeerin,4364,Bill McSpeerin
201,Fitzroy,Dan,Moriarty,4365,Dan Moriarty
202,Fitzroy,Geoff,Moriarty,4366,Geoff Moriarty
203,Fitzroy,Arch,Muirhead,4367,Arch Muirhead
204,Fitzroy,Jerry,Nolan,4369,Jerry Nolan
205,Fitzroy,Ted,Staniland,4378,Ted Staniland
206,Fitzroy,Jim,Whelan,4379,Jim Whelan
207,Fitzroy,Tim,Curran,4348,Tim Curran
208,Fitzroy,Fred,Nomens,4370,Fred Nomens
209,Fitzroy,Bert,Rapiport,4373,Bert Rapiport
210,Fitzroy,Alec,Sloan,4377,Alec Sloan
211,Fitzroy,Paddy,Noonan,4371,Paddy Noonan
212,Fitzroy,Stan,Reid,4374,Stan Reid
213,Fitzroy,Bill,Cleary,4347,Bill Cleary
214,Fitzroy,Bert,Sharpe,4376,Bert Sharpe
215,Fitzroy,Joe,Kerrigan,4357,Joe Kerrigan
819,Brisbane Bears,David,Cameron,1321,David Cameron
217,Fitzroy,Mick,Peppard,4372,Mick Peppard
218,Fitzroy,Henry,Yager,4380,Henry Yager
219,Fitzroy,Alex,Davidson,4350,Alex Davidson
220,Fitzroy,Hugh,McEwen,4362,Hugh McEwen
221,Fitzroy,Herb,Nolan,4368,Herb Nolan
222,Fitzroy,Harry,James,4355,Harry James
223,Fitzroy,Kelly,Robinson,4375,Kelly Robinson
224,Fitzroy,Bill,Dalton,4572,Bill Dalton
225,Fitzroy,Eddie,Drohan,4574,Eddie Drohan
226,Fitzroy,Charlie,Jenkins,4576,Charlie Jenkins
227,Fitzroy,Bill,Potter,4578,Bill Potter
228,Fitzroy,Jim,Tulloch,4581,Jim Tulloch
229,Fitzroy,Johnny,Power,4579,Johnny Power
230,Fitzroy,Charlie,Doherty,4573,Charlie Doherty
231,Fitzroy,Alf,McDougall,4577,Alf McDougall
232,Fitzroy,Fred,Fontaine,4575,Fred Fontaine
233,Fitzroy,Harry,Clarke,4571,Harry Clarke
234,Fitzroy,George,Shaw,4580,George Shaw
235,Fitzroy,Bill,Thompson,4681,Bill Thompson
236,Fitzroy,Jack,Deas,4285,Jack Deas
237,Fitzroy,Charlie,Foletta,4677,Charlie Foletta
238,Fitzroy,Tom,Nolan,4680,Tom Nolan
239,Fitzroy,Tammy,Beauchamp,4676,Tammy Beauchamp
240,Fitzroy,Bob,Hay,4678,Bob Hay
241,Fitzroy,Jack,Mulcahy,4679,Jack Mulcahy
242,Geelong,Peter,Burns,4384,Peter Burns
243,Geelong,Jack,Conway,4386,Jack Conway
244,Geelong,Teddy,Holligan,4390,Teddy Holligan
245,Geelong,Eddy,James,4391,Eddy James
246,Geelong,Paddy,Leahy,4392,Paddy Leahy
247,Geelong,John,Lucas,4393,John Lucas
248,Geelong,Tom,Maguire,4394,Tom Maguire
249,Geelong,Firth,McCallum,4395,Firth McCallum
250,Geelong,Bill,McKay,4396,Bill McKay
251,Geelong,Henry,McShane,4397,Henry McShane
252,Geelong,Jim,McShane,4398,Jim McShane
253,Geelong,Joe,McShane,4399,Joe McShane
254,Geelong,Tom,Mullen,4401,Tom Mullen
255,Geelong,Jack,Parkin,4403,Jack Parkin
256,Geelong,Bob,Paterson,4404,Bob Paterson
257,Geelong,Billy,Pincott,4406,Billy Pincott
258,Geelong,Alf,Pontin,4407,Alf Pontin
259,Geelong,Jack,Quinn,4408,Jack Quinn
260,Geelong,Teddy,Rankin,4409,Teddy Rankin
261,Geelong,Archie,Thompson,4412,Archie Thompson
262,Geelong,Stan,Enfield,4387,Stan Enfield
263,Geelong,Jack,Sharkey,4411,Jack Sharkey
264,Geelong,Sam,Brockwell,4383,Sam Brockwell
265,Geelong,Charlie,Coles,4385,Charlie Coles
266,Geelong,Jim,Flynn,4388,Jim Flynn
267,Geelong,Henry,Young,4414,Henry Young
268,Geelong,Bert,Barling,4382,Bert Barling
269,Geelong,Mac,Armstrong,4381,Mac Armstrong
270,Geelong,Arthur,Pincott,4405,Arthur Pincott
271,Geelong,Fred,White,4413,Fred White
272,Geelong,Cecil,Sandford,4410,Cecil Sandford
273,Geelong,Jimmy,Palmer,4402,Jimmy Palmer
274,Geelong,Ned,Moran,4400,Ned Moran
275,Geelong,Ted,Greeves,4389,Ted Greeves
276,Geelong,Jack,OLoughlin,4591,Jack OLoughlin
277,Geelong,Walter,Cooke,4585,Walter Cooke
278,Geelong,Alf,Dear,4586,Alf Dear
279,Geelong,Bill,Robertson,4592,Bill Robertson
280,Geelong,Dick,Walker,4593,Dick Walker
281,Geelong,Jack,Dore,4587,Jack Dore
282,Geelong,Ernie,Leighton,4589,Ernie Leighton
283,Geelong,Les,Bailiff,4583,Les Bailiff
284,Geelong,Ernest,Anderson,4582,Ernest Anderson
285,Geelong,Alec,King,4588,Alec King
286,Geelong,Ossie,Calvert,4584,Ossie Calvert
287,Geelong,Arthur,McKenzie,4590,Arthur McKenzie
288,Geelong,Tommy,Buchan,4683,Tommy Buchan
289,Geelong,George,Lockwood,4684,George Lockwood
290,Geelong,Teddy,Lockwood,4685,Teddy Lockwood
291,Geelong,Pat,ODonnell,4686,Pat ODonnell
292,Geelong,Norman,Belcher,4682,Norman Belcher
293,Geelong,Harry,Parkin,4687,Harry Parkin
294,Melbourne,Fred,Blackham,4201,Fred Blackham
295,Melbourne,Herb,Fry,4203,Herb Fry
296,Melbourne,Charlie,Goding,4206,Charlie Goding
297,Melbourne,Edwin,Jenkyn,4211,Edwin Jenkyn
298,Melbourne,George,Johnstone,4212,George Johnstone
299,Melbourne,Jack,Leith,4214,Jack Leith
300,Melbourne,Austin,Lewis,4215,Austin Lewis
301,Melbourne,Bill,McCulloch,4219,Bill McCulloch
302,Melbourne,Fred,McGinis,4220,Fred McGinis
303,Melbourne,Norm,McLeod,4221,Norm McLeod
304,Melbourne,Henry,Mitchell,4222,Henry Mitchell
305,Melbourne,George,Moodie,4223,George Moodie
306,Melbourne,George,Moysey,4224,George Moysey
307,Melbourne,Bert,Robinson,4226,Bert Robinson
308,Melbourne,Fred,Sheahan,4228,Fred Sheahan
309,Melbourne,Wally,Steele,4231,Wally Steele
310,Melbourne,Ned,Sutton,4233,Ned Sutton
311,Melbourne,Bert,Watson,4236,Bert Watson
312,Melbourne,Alf,Wood,4237,Alf Wood
313,Melbourne,Charlie,Young,4238,Charlie Young
314,Melbourne,Maurie,Herring,4209,Maurie Herring
315,Melbourne,Dave,Strahan,4232,Dave Strahan
316,Melbourne,Jim,McCoy,4218,Jim McCoy
317,Melbourne,Arthur,Kirk,4213,Arthur Kirk
318,Melbourne,Lew,Massey,4217,Lew Massey
319,Melbourne,John,Timothee,4234,John Timothee
320,Melbourne,Jack,Graham,4207,Jack Graham
321,Melbourne,Alf,Healing,4208,Alf Healing
322,Melbourne,Dick,Wardill,4235,Dick Wardill
323,Melbourne,Tom,Crawford,4202,Tom Crawford
324,Melbourne,Jack,Godby,4205,Jack Godby
325,Melbourne,Alex,Murdoch,4225,Alex Murdoch
326,Melbourne,Stewart,Geddes,4204,Stewart Geddes
327,Melbourne,Walter,Lyon,4216,Walter Lyon
328,Melbourne,Jimmy,Russell,4227,Jimmy Russell
329,Melbourne,Eddie,Sholl,4230,Eddie Sholl
330,Melbourne,Harry,Hughes,4210,Harry Hughes
331,Melbourne,Gerald,Sheahan,4229,Gerald Sheahan
332,Melbourne,Eddie,Byers,4487,Eddie Byers
333,Melbourne,Tom,Davey,4490,Tom Davey
334,Melbourne,Denis,Lanigan,4468,Denis Lanigan
335,Melbourne,Les,MacPherson,4494,Les MacPherson
336,Melbourne,Bob,Moore,4496,Bob Moore
337,Melbourne,Dick,Pirrie,4497,Dick Pirrie
338,Melbourne,Bobby,Royle,4502,Bobby Royle
339,Melbourne,Percy,Howard,4493,Percy Howard
340,Melbourne,Frank,Staines,4504,Frank Staines
341,Melbourne,Jimmy,Aitken,4416,Jimmy Aitken
342,Melbourne,Pat,Scanlan,4503,Pat Scanlan
343,Melbourne,Johnny,Coghlan,4488,Johnny Coghlan
344,Melbourne,Bill,McClelland,4495,Bill McClelland
345,Melbourne,Les,Rippon,4499,Les Rippon
346,Melbourne,Jack,Davidson,4491,Jack Davidson
347,Melbourne,Henry,Hagenauer,4492,Henry Hagenauer
348,Melbourne,Dick,Robertson,4501,Dick Robertson
349,Melbourne,Art,Atkinson,4485,Art Atkinson
350,Melbourne,Harold,Rippon,4498,Harold Rippon
351,Melbourne,Bill,Atkinson,4486,Bill Atkinson
352,Melbourne,Vic,Cumberland,4489,Vic Cumberland
353,Melbourne,Norm,Rippon,4500,Norm Rippon
354,Melbourne,Fred,Elliott,4624,Fred Elliott
355,Melbourne,Charlie,Illingworth,4626,Charlie Illingworth
356,Melbourne,Dan,Moriarty,4365,Dan Moriarty
357,Melbourne,Tommy,Ryan,4630,Tommy Ryan
358,Melbourne,Arthur,Sowden,4632,Arthur Sowden
359,Melbourne,Laurie,Paul,4627,Laurie Paul
360,Melbourne,Curtis,Reid,4629,Curtis Reid
361,Melbourne,Cec,Cumberland,4623,Cec Cumberland
362,Melbourne,Joe,Finlay,4625,Joe Finlay
363,Melbourne,Leo,Rankin,4628,Leo Rankin
364,Melbourne,Arthur,Sinclair,4631,Arthur Sinclair
365,St Kilda,Bill,Ahern,4239,Bill Ahern
366,St Kilda,Harry,Aylwin,4240,Harry Aylwin
367,St Kilda,Alf,Bedford,4241,Alf Bedford
368,St Kilda,Billy,Beggs,4242,Billy Beggs
369,St Kilda,Danny,Dunne,4249,Danny Dunne
370,St Kilda,Ernie,Dunne,4250,Ernie Dunne
371,St Kilda,Harry,Gower,4251,Harry Gower
372,St Kilda,Ted,Hall,4253,Ted Hall
373,St Kilda,Algy,Hay,4254,Algy Hay
374,St Kilda,Ernest,Jones,4258,Ernest Jones
375,St Kilda,Arch,Lowe,4259,Arch Lowe
376,St Kilda,Bill,Matthews,4260,Bill Matthews
377,St Kilda,Tom,McNamara,4263,Tom McNamara
378,St Kilda,Bill,Newton,4267,Bill Newton
379,St Kilda,Joe,OGrady,4268,Joe OGrady
380,St Kilda,Syd,Phillips,4270,Syd Phillips
381,St Kilda,Billy,Shaw,4272,Billy Shaw
382,St Kilda,Ernie,Stewart,4274,Ernie Stewart
383,St Kilda,Reg,Stewart,4276,Reg Stewart
384,St Kilda,Bill,Turner,4277,Bill Turner
385,St Kilda,Mick,Blake,4244,Mick Blake
386,St Kilda,Dan,Collins,4245,Dan Collins
387,St Kilda,Jack,Jennings,4257,Jack Jennings
388,St Kilda,John,Molesworth,4265,John Molesworth
389,St Kilda,Joe,Hogan,4255,Joe Hogan
390,St Kilda,Jerry,McGrath,4261,Jerry McGrath
391,St Kilda,George,McLeod,4262,George McLeod
392,St Kilda,Fred,Whitelaw,4278,Fred Whitelaw
393,St Kilda,Charlie,Howell,4256,Charlie Howell
394,St Kilda,Fred,Stewart,4275,Fred Stewart
395,St Kilda,George,Blake,4243,George Blake
396,St Kilda,Harry,Duigan,4248,Harry Duigan
397,St Kilda,Charlie,Cox,4247,Charlie Cox
398,St Kilda,George,Morrison,4266,George Morrison
399,St Kilda,John,Grieve,4252,John Grieve
400,St Kilda,George,Rutherford,4271,George Rutherford
401,St Kilda,Mick,OHagan,4269,Mick OHagan
402,St Kilda,Emery,Staines,4273,Emery Staines
403,St Kilda,Matt,Conniff,4246,Matt Conniff
404,St Kilda,Arch,Middleton,4264,Arch Middleton
405,St Kilda,Gillie,Wilson,4279,Gillie Wilson
406,St Kilda,Artie,Archer,4505,Artie Archer
407,St Kilda,Peter,Brady,4507,Peter Brady
408,St Kilda,Mark,Cumming,4510,Mark Cumming
409,St Kilda,David,Gaunson,4514,David Gaunson
410,St Kilda,Edmund,Kirwin,4519,Edmund Kirwin
411,St Kilda,Horrie,Lyons,4292,Horrie Lyons
412,St Kilda,Joe,Morehouse,4523,Joe Morehouse
413,St Kilda,Archie,Richardson,4528,Archie Richardson
414,St Kilda,Howard,Smith,4530,Howard Smith
415,St Kilda,Tom,Blake,4419,Tom Blake
416,St Kilda,Walter,Stewart,4533,Walter Stewart
417,St Kilda,Harry,Barr,4506,Harry Barr
418,St Kilda,Johnny,Dando,4512,Johnny Dando
419,St Kilda,Dave,Gibson,4515,Dave Gibson
420,St Kilda,Andy,Stewart,4531,Andy Stewart
421,St Kilda,George,Stewart,4532,George Stewart
422,St Kilda,Bert,Kay,4518,Bert Kay
423,St Kilda,Edgar,Maddox,4521,Edgar Maddox
424,St Kilda,Don,Walker,4536,Don Walker
425,St Kilda,Harold,Brookes,4508,Harold Brookes
426,St Kilda,Percy,Damman,4511,Percy Damman
427,St Kilda,Tom,Fogarty,4513,Tom Fogarty
428,St Kilda,Bill,Woodhouse,4453,Bill Woodhouse
429,St Kilda,Jim,Warne,4537,Jim Warne
430,St Kilda,George,Morgan,4524,George Morgan
431,St Kilda,Harry,Thompson,4534,Harry Thompson
432,St Kilda,Alf,Clauscen,4509,Alf Clauscen
433,St Kilda,Ralph,Hatch,4516,Ralph Hatch
434,St Kilda,George,Hunter,4517,George Hunter
435,St Kilda,Alf,Smith,4529,Alf Smith
436,St Kilda,George,May,4522,George May
437,St Kilda,Billy,Porter,4526,Billy Porter
438,St Kilda,Alf,Parker,4525,Alf Parker
439,St Kilda,Herb,Louch,4520,Herb Louch
440,St Kilda,Jack,Purse,4527,Jack Purse
441,St Kilda,Jack,Todd,4535,Jack Todd
442,St Kilda,Bob,Kenny,4642,Bob Kenny
443,St Kilda,Mal,Markellie,4643,Mal Markellie
444,St Kilda,Billy,McGregor,4644,Billy McGregor
445,St Kilda,Michael,OGorman,4295,Michael OGorman
446,St Kilda,Jack,Ryan,2474,Jack Ryan
447,St Kilda,Jimmy,Smith,4648,Jimmy Smith
448,St Kilda,George,Spilcker,4649,George Spilcker
449,St Kilda,Gerry,Williams,4652,Gerry Williams
450,St Kilda,Dick,McCabe,4361,Dick McCabe
451,St Kilda,Charles,Raff,4646,Charles Raff
452,St Kilda,George,Sparrow,4557,George Sparrow
453,St Kilda,Harry,Bond,4634,Harry Bond
454,St Kilda,Harold,Brown,4311,Harold Brown
455,St Kilda,Bill,Blackwood,4282,Bill Blackwood
456,St Kilda,Dick,Robertson,4501,Dick Robertson
457,St Kilda,Jim,Park,4334,Jim Park
458,St Kilda,Michael,Dalton,4635,Michael Dalton
459,St Kilda,Jim,Farnan,4636,Jim Farnan
460,St Kilda,Gus,Hefter,4639,Gus Hefter
461,St Kilda,Ernie,Glenister,4637,Ernie Glenister
462,St Kilda,Andy,Allan,4633,Andy Allan
463,St Kilda,Ernie,Greeves,4638,Ernie Greeves
464,St Kilda,Jack,White,4651,Jack White
465,St Kilda,Herb,Kennedy,4641,Herb Kennedy
466,St Kilda,Jim,Opie,4645,Jim Opie
467,St Kilda,Ralph,Robertson,4647,Ralph Robertson
468,St Kilda,Alec,Wallace,4650,Alec Wallace
469,St Kilda,Bill,Wishart,4653,Bill Wishart
470,St Kilda,Alex,Young,4654,Alex Young
471,St Kilda,Wal,Heron,4640,Wal Heron
472,Sydney,Dave,Adamson,4280,Dave Adamson
473,Sydney,Jack,Adamson,4281,Jack Adamson
474,Sydney,Bill,Blackwood,4282,Bill Blackwood
475,Sydney,Allen,Burns,4283,Allen Burns
476,Sydney,Jack,Deas,4285,Jack Deas
477,Sydney,Bill,Fraser,4288,Bill Fraser
478,Sydney,Dick,Gibson,4289,Dick Gibson
479,Sydney,Tom,Gilligan,4290,Tom Gilligan
480,Sydney,Bert,Howson,4291,Bert Howson
481,Sydney,Charlie,McCartney,4293,Charlie McCartney
482,Sydney,Dinny,McKay,4294,Dinny McKay
483,Sydney,Michael,OGorman,4295,Michael OGorman
484,Sydney,Jim,OHara,4297,Jim OHara
485,Sydney,Mick,Pleass,4298,Mick Pleass
486,Sydney,Harry,Purdy,4299,Harry Purdy
487,Sydney,Fred,Sigmont,4300,Fred Sigmont
488,Sydney,Jack,Southern,4301,Jack Southern
489,Sydney,Archie,Swannie,4302,Archie Swannie
490,Sydney,Fred,Waugh,4305,Fred Waugh
491,Sydney,Bill,Windley,4307,Bill Windley
492,Sydney,Frank,OHara,4296,Frank OHara
493,Sydney,Alb,Thomas,4303,Alb Thomas
494,Sydney,Eddie,Toms,4304,Eddie Toms
495,Sydney,George,Williamson,4306,George Williamson
496,Sydney,Dick,Doran,4286,Dick Doran
497,Sydney,Horrie,Lyons,4292,Horrie Lyons
498,Sydney,Jack,Fleming,4287,Jack Fleming
499,Sydney,George,Davidson,4284,George Davidson
500,Sydney,Eddie,Brown,4539,Eddie Brown
501,Sydney,Charlie,Colgan,4541,Charlie Colgan
502,Sydney,George,Cornelius,4542,George Cornelius
503,Sydney,Johnny,Davis,4543,Johnny Davis
504,Sydney,Henri,Jeanneret,4545,Henri Jeanneret
505,Sydney,Billy,Kenny,4547,Billy Kenny
506,Sydney,George,Sparrow,4557,George Sparrow
