Venue,HomeTeam,AwayTeam,League,HomeScore,AwayScore,HomeScoreDiff,HomeResult,Season,Round,time,attendance,date,TimeOfDay,SeasonSection,HomeState,AwayState,Interstate,HomeGroundStatus,GroundDescription,Description,StationNo,Year.y,Month,Day,Rainfall,Daily.global.solar.exposure..MJ.m.m.
Subiaco,Fremantle,Gold Coast,AFL,90,67,23,1,2017,20,1740,27050,5/08/2017,Night,One Team Out Of Finals Contention,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,8,5,0.8,10.7
Subiaco,Fremantle,Geelong,AFL,73,115,-42,0,2017,1,1640,34638,26/03/2017,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,3,26,2.2,17.6
Subiaco,West Coast,Brisbane Lions,AFL,79,76,3,1,2004,4,1410,39666,17/04/2004,Day,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Gold Coast,AFL,166,40,126,1,2012,14,1440,34592,30/06/2012,Day,One Team Out Of Finals Contention,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Gold Coast,AFL,100,126,-26,0,2016,2,1640,34208,2/04/2016,Day,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2016,4,2,0,20.2
Subiaco,West Coast,Carlton,AFL,83,109,-26,0,2010,17,1740,35925,24/07/2010,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Fremantle,AFL,73,87,-14,0,2008,3,1410,39027,5/04/2008,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,GW Sydney,AFL,188,77,111,1,2014,8,1440,29391,11/05/2014,Day,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,5,11,0.6,13.7
Subiaco,West Coast,North Melbourne,AFL,107,81,26,1,2006,19,1410,40067,12/08/2006,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Sydney,AFL,112,100,12,1,2007,16,1740,40014,21/07/2007,Night,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Hawthorn,AFL,94,64,30,1,2010,ef,1320,42719,4/09/2010,Day,Finals,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Port Adelaide,AFL,88,120,-32,0,2017,16,1440,36766,9/07/2017,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,7,9,0,12
Subiaco,West Coast,Fremantle,AFL,84,36,48,1,2012,9,1440,40905,27/05/2012,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Melbourne,AFL,108,54,54,1,2015,22,1440,33529,30/08/2015,Day,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,8,30,15.6,16.3
Subiaco,Fremantle,Western Bulldogs,AFL,85,78,7,1,2011,5,1845,37551,25/04/2011,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Essendon,AFL,116,79,37,1,2017,7,1440,33393,7/05/2017,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,5,7,0,14.4
Subiaco,Fremantle,St Kilda,AFL,114,56,58,1,2006,20,1740,39069,19/08/2006,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Western Bulldogs,AFL,69,61,8,1,2017,8,1810,38934,12/05/2017,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,5,12,0,13.3
Subiaco,Fremantle,Geelong,AFL,117,91,26,1,2004,5,1415,35021,25/04/2004,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Essendon,AFL,101,78,23,1,2010,4,1840,38676,16/04/2010,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Richmond,AFL,100,89,11,1,2006,10,1740,36032,3/06/2006,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,St Kilda,AFL,76,99,-23,0,2007,12,1440,39401,24/06/2007,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,West Coast,AFL,80,88,-8,0,2005,3,1740,42027,9/04/2005,Night,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,West Coast,AFL,88,83,5,1,2006,6,1410,42213,6/05/2006,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,St Kilda,AFL,84,66,18,1,2006,1,1840,40036,30/03/2006,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Western Bulldogs,AFL,143,107,36,1,2005,4,1410,39124,16/04/2005,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Port Adelaide,AFL,104,128,-24,0,2008,5,1440,38302,20/04/2008,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Collingwood,AFL,52,132,-80,0,2011,23,1840,31985,26/08/2011,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,North Melbourne,AFL,92,88,4,1,2011,1,1610,35878,27/03/2011,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,North Melbourne,AFL,61,74,-13,0,2014,6,1845,37624,25/04/2014,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,4,25,0.2,13.8
Subiaco,West Coast,Port Adelaide,AFL,115,118,-3,0,2004,2,1740,39760,3/04/2004,Night,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Brisbane Lions,AFL,88,65,23,1,2011,14,1740,30330,25/06/2011,Night,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Port Adelaide,AFL,75,68,7,1,2015,1,1640,34099,5/04/2015,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,4,5,0,18.4
Subiaco,Fremantle,Port Adelaide,AFL,151,72,79,1,2006,22,1740,41121,2/09/2006,Night,One Team Out Of Finals Contention,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,GW Sydney,AFL,132,37,95,1,2012,17,1440,28767,22/07/2012,Day,One Team Out Of Finals Contention,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Carlton,AFL,101,86,15,1,2006,2,1740,34553,8/04/2006,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Carlton,AFL,131,62,69,1,2015,2,1810,34588,10/04/2015,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,4,10,12.4,12
Subiaco,Fremantle,North Melbourne,AFL,67,62,5,1,2017,5,1740,33319,22/04/2017,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,4,22,0,15.8
Subiaco,Fremantle,West Coast,AFL,64,65,-1,0,2011,18,1440,41055,24/07/2011,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Essendon,AFL,89,113,-24,0,2012,13,1740,34567,23/06/2012,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Melbourne,AFL,102,74,28,1,2006,SF,1830,42505,15/09/2006,Night,Finals,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Fremantle,AFL,73,111,-38,0,2010,6,1440,40886,2/05/2010,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Western Bulldogs,AFL,113,39,74,1,2006,SF,1730,43219,16/09/2006,Day,Finals,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Brisbane Lions,AFL,175,77,98,1,2012,18,1440,35767,29/07/2012,Day,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Hawthorn,AFL,97,49,48,1,2005,18,1410,39412,30/07/2005,Day,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,North Melbourne,AFL,110,72,38,1,2009,20,1410,32472,15/08/2009,Day,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Sydney,AFL,86,60,26,1,2003,2,1740,24887,5/04/2003,Night,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Adelaide,AFL,70,142,-72,0,2016,21,1440,30116,14/08/2016,Day,One Team Out Of Finals Contention,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2016,8,14,0,15.9
Subiaco,Fremantle,Carlton,AFL,57,65,-8,0,2012,5,1845,38847,27/04/2012,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Richmond,AFL,112,115,-3,0,2009,10,1740,35395,30/05/2009,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Carlton,AFL,100,83,17,1,2017,21,1740,30491,12/08/2017,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,8,12,19.8,13.7
Subiaco,West Coast,Hawthorn,AFL,92,67,25,1,2016,22,1810,38581,19/08/2016,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2016,8,19,0,10.4
Subiaco,Fremantle,GW Sydney,AFL,77,95,-18,0,2016,7,1810,28201,7/05/2016,Night,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2016,5,7,18,11.1
Subiaco,West Coast,Sydney,AFL,NA,NA,NA,NA,2018,1,1620,NA,25/03/2018,Day,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Brisbane Lions,AFL,105,22,83,1,2014,14,1740,25152,21/06/2014,Night,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,6,21,0.2,5.7
Subiaco,Fremantle,Geelong,AFL,72,140,-68,0,2007,17,1410,36741,28/07/2007,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,GW Sydney,AFL,84,63,21,1,2015,18,1440,34625,2/08/2015,Day,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,8,2,0,13.1
Subiaco,West Coast,Richmond,AFL,75,152,-77,0,2008,15,1440,37085,13/07/2008,Day,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Melbourne,AFL,130,40,90,1,2013,9,1440,32950,26/05/2013,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2013,5,26,0,11.5
Subiaco,West Coast,Richmond,AFL,125,45,80,1,2009,22,1840,39755,28/08/2009,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,St Kilda,AFL,125,30,95,1,2015,23,1740,36165,5/09/2015,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,9,5,8,17
Subiaco,Fremantle,West Coast,AFL,88,81,7,1,2014,15,1440,40490,28/06/2014,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,6,28,0,11.7
Subiaco,Fremantle,Essendon,AFL,140,77,63,1,2007,19,1440,38274,12/08/2007,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Adelaide,AFL,90,50,40,1,2014,12,1410,35389,8/06/2014,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,6,8,0,4.2
Subiaco,West Coast,Brisbane Lions,AFL,65,70,-5,0,2010,19,1740,32587,7/08/2010,Night,One Team Out Of Finals Contention,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Geelong,AFL,120,64,56,1,2015,9,1440,37676,31/05/2015,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,5,31,0,11.9
Subiaco,Fremantle,Sydney,AFL,118,91,27,1,2004,17,1410,35037,24/07/2004,Day,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,West Coast,AFL,70,101,-31,0,2007,3,1740,42051,14/04/2007,Night,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Hawthorn,Fremantle,AFL,94,67,27,1,2015,PF,1820,41508,25/09/2015,Night,Finals,VIC,WA,TRUE,-1,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,9,25,0,21.7
Subiaco,West Coast,Fremantle,AFL,61,118,-57,0,2006,21,1440,43527,27/08/2006,Day,Regular Season,WA,WA,FALSE,0,Both Teams Home Or Opposite,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Adelaide,AFL,58,57,1,1,2007,5,1445,37172,29/04/2007,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Sydney,AFL,104,59,45,1,2005,6,1740,39687,30/04/2005,Night,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Western Bulldogs,AFL,133,77,56,1,2003,20,1340,35518,17/08/2003,Day,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Port Adelaide,AFL,87,47,40,1,2012,7,1440,30079,13/05/2012,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Geelong,AFL,52,118,-66,0,2006,12,1410,34236,17/06/2006,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Adelaide,AFL,74,82,-8,0,2005,22,1410,43044,27/08/2005,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Carlton,AFL,86,51,35,1,2017,9,1440,30313,21/05/2017,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,5,21,17.2,8.2
Subiaco,Fremantle,Collingwood,AFL,80,56,24,1,2008,22,1840,35106,29/08/2008,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Essendon,AFL,96,46,50,1,2015,11,1435,37306,13/06/2015,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,6,13,0,10
Subiaco,Fremantle,Port Adelaide,AFL,105,121,-16,0,2007,1,1410,37425,31/03/2007,Day,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Hawthorn,AFL,110,91,19,1,2014,21,1440,38506,17/08/2014,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2014,8,17,0,9.5
Subiaco,West Coast,Richmond,AFL,117,86,31,1,2007,20,1740,39752,18/08/2007,Night,One Team Out Of Finals Contention,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Western Bulldogs,AFL,162,85,77,1,2015,21,1440,37733,23/08/2015,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,8,23,0,15.8
Subiaco,Fremantle,Essendon,AFL,91,95,-4,0,2008,14,1440,34239,29/06/2008,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Gold Coast,AFL,85,67,18,1,2011,11,1310,36815,4/06/2011,Day,Regular Season,WA,QLD,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,GW Sydney,AFL,90,98,-8,0,2017,10,1440,37057,28/05/2017,Day,Regular Season,WA,NSW,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,5,28,0,12.5
Subiaco,Fremantle,Adelaide,AFL,75,53,22,1,2013,18,1740,28765,27/07/2013,Night,Regular Season,WA,SA,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2013,7,27,17.6,8.5
Subiaco,West Coast,Western Bulldogs,AFL,175,52,123,1,2011,9,1440,37308,22/05/2011,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,St Kilda,AFL,100,70,30,1,2013,15,1320,34064,7/07/2013,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2013,7,7,0,12
Subiaco,West Coast,Carlton,AFL,65,89,-24,0,2013,4,1740,38674,20/04/2013,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2013,4,20,0.4,12.3
Subiaco,Fremantle,Collingwood,AFL,85,105,-20,0,2017,11,1440,34259,4/06/2017,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2017,6,4,0,12.2
Subiaco,Fremantle,Carlton,AFL,95,53,42,1,2015,16,1740,33581,18/07/2015,Night,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,2015,7,18,0.8,7.3
Subiaco,West Coast,Melbourne,AFL,107,67,40,1,2004,22,1410,39882,28/08/2004,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Geelong,AFL,75,94,-19,0,2009,12,1440,33213,21/06/2009,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,West Coast,Essendon,AFL,132,124,8,1,2007,22,1410,42761,1/09/2007,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
Subiaco,Fremantle,Carlton,AFL,85,115,-30,0,2011,21,1310,34737,13/08/2011,Day,Regular Season,WA,VIC,TRUE,1,Subiaco,   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y,9225,NA,NA,NA,NA,NA
