Venue,HomeTeam,AwayTeam,League,HomeScore,AwayScore,HomeScoreDiff,HomeResult,Season,Round,time,attendance,date,TimeOfDay,SeasonSection,HomeState,AwayState,Interstate,HomeGroundStatus,GroundDescription,Description,StationNo,Year.y,Month,Day,Rainfall,Daily.global.solar.exposure..MJ.m.m.
Adelaide Oval,Port Adelaide,West Coast,AFL,86,94,-8,0,2016,9,1605,38695,21/05/2016,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,5,21,0,10.7
Adelaide Oval,Port Adelaide,Brisbane Lions,AFL,136,59,77,1,2016,7,1610,32399,8/05/2016,Day,Regular Season,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,5,8,0.4,3.6
Adelaide Oval,Port Adelaide,Western Bulldogs,AFL,100,62,38,1,2015,10,1910,40907,6/06/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,6,6,0,9.9
Adelaide Oval,Adelaide,Brisbane Lions,AFL,131,44,87,1,2015,21,1910,46609,22/08/2015,Night,One Team Out Of Finals Contention,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,8,22,0.6,10.1
Adelaide Oval,Port Adelaide,Essendon,AFL,60,62,-2,0,2014,16,1910,46786,5/07/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,7,5,3.2,7.4
Adelaide Oval,Port Adelaide,St Kilda,AFL,133,100,33,1,2016,1,1450,43807,27/03/2016,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,3,27,0,11.5
Adelaide Oval,Adelaide,St Kilda,AFL,111,54,57,1,2017,12,1920,46082,9/06/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,6,9,0.2,5.4
Adelaide Oval,Port Adelaide,Adelaide,AFL,113,116,-3,0,2015,16,1450,53518,19/07/2015,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,7,19,0,11.4
Adelaide Oval,Port Adelaide,North Melbourne,AFL,127,57,70,1,2017,17,1340,34138,15/07/2017,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,7,15,3.4,9.8
Adelaide Oval,Adelaide,Geelong,AFL,136,75,61,1,2017,26,1920,53817,22/09/2017,Night,Finals,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,9,22,0,21.1
Adelaide Oval,Adelaide,West Coast,AFL,71,100,-29,0,2016,23,1940,50785,26/08/2016,Night,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,8,26,0,9.6
Adelaide Oval,Adelaide,Brisbane Lions,AFL,177,39,138,1,2016,20,1910,43549,6/08/2016,Night,One Team Out Of Finals Contention,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,8,6,0,13.5
Adelaide Oval,Adelaide,North Melbourne,AFL,141,79,62,1,2016,EF,1910,49007,10/09/2016,Night,Finals,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,9,10,0.2,11.2
Adelaide Oval,Port Adelaide,Richmond,AFL,43,76,-33,0,2015,8,1610,44451,24/05/2015,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,5,24,NA,7
Adelaide Oval,Port Adelaide,Richmond,AFL,63,76,-13,0,2017,15,1910,39979,1/07/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,7,1,0,10.7
Adelaide Oval,Port Adelaide,Gold Coast,AFL,135,20,115,1,2017,23,1910,34288,26/08/2017,Night,One Team Out Of Finals Contention,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,8,26,0,13.1
Adelaide Oval,Adelaide,Melbourne,AFL,80,55,25,1,2015,3,1340,42834,18/04/2015,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,4,18,0.2,8.3
Adelaide Oval,Adelaide,Fremantle,AFL,97,64,33,1,2016,6,1340,47423,30/04/2016,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,4,30,0,15.4
Adelaide Oval,Adelaide,West Coast,AFL,105,136,-31,0,2014,19,1310,49470,2/08/2014,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,8,2,2.4,11.6
Adelaide Oval,Adelaide,Port Adelaide,AFL,99,76,23,1,2014,15,1540,50552,29/06/2014,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,6,29,1.8,9.8
Adelaide Oval,Port Adelaide,Brisbane Lions,AFL,159,46,113,1,2014,4,1340,36231,12/04/2014,Day,Regular Season,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,4,12,0,16.2
Adelaide Oval,Adelaide,GW Sydney,AFL,137,72,65,1,2014,5,1240,44770,20/04/2014,Day,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,4,20,0,15.1
Adelaide Oval,Port Adelaide,St Kilda,AFL,63,61,2,1,2017,19,1605,30335,29/07/2017,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,7,29,0,4.5
Adelaide Oval,Port Adelaide,Richmond,AFL,94,56,38,1,2016,15,1920,37848,1/07/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,7,1,2.6,6.4
Adelaide Oval,Adelaide,St Kilda,AFL,119,73,46,1,2015,7,1315,42795,16/05/2015,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,5,16,0,11.9
Adelaide Oval,Adelaide,Port Adelaide,AFL,144,86,58,1,2016,2,1315,51585,2/04/2016,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,4,2,0,18
Adelaide Oval,Port Adelaide,Adelaide,AFL,127,73,54,1,2014,2,1615,50397,29/03/2014,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,3,29,0,18.8
Adelaide Oval,Adelaide,GW Sydney,AFL,107,85,22,1,2016,10,1910,46737,28/05/2016,Night,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,5,28,17,9.8
Adelaide Oval,Port Adelaide,Geelong,AFL,69,92,-23,0,2015,11,1920,46140,12/06/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,6,12,0,10
Adelaide Oval,Port Adelaide,Carlton,AFL,137,47,90,1,2017,5,1920,43120,21/04/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,4,21,4.8,9.4
Adelaide Oval,Adelaide,Melbourne,AFL,66,107,-41,0,2017,8,1910,47882,13/05/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,5,13,0,12.4
Adelaide Oval,Adelaide,West Coast,AFL,126,69,57,1,2015,22,1240,52460,30/08/2015,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,8,30,0,16.8
Adelaide Oval,Adelaide,Sydney,AFL,80,83,-3,0,2017,22,1920,51466,18/08/2017,Night,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,8,18,6.8,13.3
Adelaide Oval,Adelaide,Fremantle,AFL,57,68,-11,0,2015,9,1910,45009,30/05/2015,Night,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,5,30,0.4,9
Adelaide Oval,Port Adelaide,Collingwood,AFL,98,71,27,1,2017,21,1610,37533,13/08/2017,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,8,13,0,14.4
Adelaide Oval,Adelaide,GW Sydney,AFL,147,91,56,1,2017,1,1445,43993,26/03/2017,Day,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,3,26,0,12.8
Adelaide Oval,Adelaide,Hawthorn,AFL,85,114,-29,0,2015,12,1920,49108,18/06/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,6,18,1,7.9
Adelaide Oval,Port Adelaide,Adelaide,AFL,94,109,-15,0,2016,22,1910,49541,20/08/2016,Night,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,8,20,7,12.4
Adelaide Oval,Port Adelaide,Melbourne,AFL,72,69,3,1,2014,18,1240,37894,20/07/2014,Day,One Team Out Of Finals Contention,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,7,20,0,9.6
Adelaide Oval,Adelaide,Hawthorn,AFL,92,104,-12,0,2014,17,1920,50321,11/07/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,7,11,0,8.4
Adelaide Oval,Port Adelaide,West Coast,AFL,78,76,2,0,2017,24,1920,41172,9/09/2017,Night,Finals,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,9,9,0.2,12.2
Adelaide Oval,Port Adelaide,Hawthorn,AFL,79,101,-22,0,2016,16,1920,43025,7/07/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,7,7,1.6,9.2
Adelaide Oval,Port Adelaide,Geelong,AFL,107,67,40,1,2014,6,1610,47007,27/04/2014,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,4,27,0,14.3
Adelaide Oval,Port Adelaide,Western Bulldogs,AFL,97,100,-3,0,2016,12,1310,40096,11/06/2016,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,6,11,1.8,8.4
Adelaide Oval,Adelaide,Sydney,AFL,113,103,10,1,2016,4,1910,51330,16/04/2016,Night,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,4,16,0,11.4
Adelaide Oval,Port Adelaide,St Kilda,AFL,112,49,63,1,2015,18,1240,35977,2/08/2015,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,8,2,7,11.9
Adelaide Oval,Adelaide,Essendon,AFL,153,88,65,1,2017,4,1910,47492,15/04/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,4,15,0,15.1
Adelaide Oval,Adelaide,Gold Coast,AFL,109,77,32,1,2014,11,1240,49069,1/06/2014,Day,Regular Season,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,6,1,4.8,5.6
Adelaide Oval,Adelaide,Western Bulldogs,AFL,104,45,59,1,2017,16,1920,41948,7/07/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,7,7,6.4,7
Adelaide Oval,Adelaide,Sydney,AFL,71,134,-63,0,2014,3,1340,47426,5/04/2014,Day,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,4,5,0,18.3
Adelaide Oval,Port Adelaide,Hawthorn,AFL,99,91,8,1,2015,4,1910,49831,25/04/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,4,25,13,9.5
Adelaide Oval,Adelaide,Richmond,AFL,88,52,36,1,2015,19,1920,49116,7/08/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,8,7,0.6,4.9
Adelaide Oval,Adelaide,North Melbourne,AFL,109,73,36,1,2014,13,1910,47205,14/06/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,6,14,7,8.1
Adelaide Oval,Adelaide,St Kilda,AFL,133,45,88,1,2016,11,1610,40896,5/06/2016,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,6,5,0.2,6.4
Adelaide Oval,Port Adelaide,GW Sydney,AFL,60,79,-19,0,2016,18,1610,27935,24/07/2016,Day,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,7,24,0,8.2
Adelaide Oval,Port Adelaide,Western Bulldogs,AFL,128,56,72,1,2014,14,1315,34258,21/06/2014,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,6,21,8.8,8.3
Adelaide Oval,Adelaide,North Melbourne,AFL,100,67,33,1,2016,14,1920,37890,23/06/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,6,23,2.6,2
Adelaide Oval,Adelaide,Hawthorn,AFL,82,96,-14,0,2017,14,1920,45312,22/06/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,6,22,0,10.5
Adelaide Oval,Adelaide,Collingwood,AFL,76,55,21,1,2014,9,1920,50051,15/05/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,5,15,0,9.3
Adelaide Oval,Port Adelaide,Melbourne,AFL,112,104,8,1,2011,24,1440,29340,4/09/2011,Day,One Team Out Of Finals Contention,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,NA,NA,NA,NA,NA
Adelaide Oval,Adelaide,Melbourne,AFL,67,70,-3,0,2014,7,1610,44216,3/05/2014,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,5,3,8,11.3
Adelaide Oval,Port Adelaide,West Coast,AFL,87,97,-10,0,2017,7,1605,38333,6/05/2017,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,5,6,0,10.1
Adelaide Oval,Port Adelaide,Carlton,AFL,140,37,103,1,2014,22,1920,52505,22/08/2014,Night,One Team Out Of Finals Contention,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,8,22,0,14.8
Adelaide Oval,Port Adelaide,GW Sydney,AFL,111,90,21,1,2015,20,1605,32436,15/08/2015,Day,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,8,15,1.4,7.5
Adelaide Oval,Adelaide,Port Adelaide,AFL,91,115,-24,0,2015,5,1610,49617,3/05/2015,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,5,3,0,11.5
Adelaide Oval,Port Adelaide,Geelong,AFL,59,107,-48,0,2016,5,1915,44937,23/04/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,4,23,0,16.2
Adelaide Oval,Adelaide,GW Sydney,AFL,84,48,36,1,2017,24,1920,52805,7/09/2017,Night,Finals,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,9,7,1.8,14.3
Adelaide Oval,Adelaide,North Melbourne,AFL,140,63,77,1,2015,1,1450,45607,5/04/2015,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,4,5,0,15.2
Adelaide Oval,Adelaide,Richmond,AFL,69,79,-10,0,2014,21,1910,50459,16/08/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,8,16,0,4.8
Adelaide Oval,Port Adelaide,St Kilda,AFL,129,59,70,1,2014,12,1610,42374,7/06/2014,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,6,7,0,9.7
Adelaide Oval,Port Adelaide,Essendon,AFL,112,51,61,1,2016,3,1920,44601,8/04/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,4,8,0,11.4
Adelaide Oval,Port Adelaide,Collingwood,AFL,66,63,3,1,2015,15,1920,44496,9/07/2015,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,7,9,0,10.1
Adelaide Oval,Adelaide,Geelong,AFL,72,98,-26,0,2016,8,1920,53141,13/05/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,5,13,0.4,13.9
Adelaide Oval,Port Adelaide,Fremantle,AFL,145,56,89,1,2017,2,1610,38388,2/04/2017,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,4,2,0,15.8
Adelaide Oval,Port Adelaide,Melbourne,AFL,54,94,-40,0,2016,21,1910,33426,13/08/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,8,13,0,11.9
Adelaide Oval,Adelaide,Geelong,AFL,91,70,21,1,2017,18,1920,50464,21/07/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,7,21,0,11.9
Adelaide Oval,Adelaide,Gold Coast,AFL,125,80,45,1,2015,17,1340,41715,25/07/2015,Day,One Team Out Of Finals Contention,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,7,25,1.8,9.6
Adelaide Oval,Port Adelaide,Hawthorn,AFL,98,47,51,1,2017,11,1920,37910,1/06/2017,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,6,1,0,10.9
Adelaide Oval,Port Adelaide,Sydney,AFL,58,84,-26,0,2014,20,1910,50087,9/08/2014,Night,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,8,9,0,8.3
Adelaide Oval,Port Adelaide,Adelaide,AFL,83,100,-17,0,2017,3,1910,53698,8/04/2017,Night,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,4,8,0,15.5
Adelaide Oval,Port Adelaide,Fremantle,AFL,94,76,18,1,2014,8,1310,38234,10/05/2014,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,5,10,21.4,8.2
Adelaide Oval,Adelaide,Collingwood,AFL,97,69,28,1,2016,17,1910,50012,16/07/2016,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,7,16,0,11.5
Adelaide Oval,Port Adelaide,Fremantle,AFL,122,53,69,1,2015,23,1520,37922,5/09/2015,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,9,5,0,17.2
Adelaide Oval,Port Adelaide,West Coast,AFL,68,78,-10,0,2015,6,1610,37635,10/05/2015,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,5,10,3.6,10.3
Adelaide Oval,Adelaide,Richmond,AFL,140,64,76,1,2017,6,1610,51069,30/04/2017,Day,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,4,30,0,9
Adelaide Oval,Port Adelaide,Sydney,AFL,44,92,-48,0,2015,2,1910,48907,11/04/2015,Night,Regular Season,SA,NSW,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2015,4,11,0,16.5
Adelaide Oval,Port Adelaide,Hawthorn,AFL,100,86,14,1,2014,10,1910,52233,24/05/2014,Night,Regular Season,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,5,24,NA,10.5
